# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 02:38:59 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmax < 5
# CONSTRAINT:  and pl_bmassj > 0.36)
# CONSTRAINT:  order by pl_radj asc, pl_orbsmax desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rastr,ra,decstr,dec
HD 216770 b,HD 216770,2003,118.45000000000,0.55000000000,-0.55000000000,0,0.4600000000,0.0100000000,-0.0100000000,0,14.10000000,,,0,1.26000000,,,0,0.57000000,0.05000000,-0.05000000,0,Msini,0.355000,,,0,0.370000,0.060000,-0.060000,0,,,,,,,,,,,,,G9 V CN+1,5399.00,18.00,-18.00,0,0.930000,0.020000,-0.020000,0,0.740000,0.070000,-0.070000,0,0.2700,,,0,[Fe/H],-0.10000,,,0,4.370000,0.040000,-0.040000,0,3.1000,,,0,1.489989,0.408585,-0.357399,0,1.4000,,,0,,,,,22h55m53.97s,343.9748751,-26d39m34.30s,-26.6595286
HD 192263 b,HD 192263,1999,24.35560000000,0.00460000000,-0.00460000000,0,0.1500000000,0.0000000000,0.0000000000,0,14.20000000,,,0,1.26000000,,,0,0.56000000,0.05000000,-0.05000000,0,Msini,0.342000,,,0,0.050000,0.040000,-0.040000,0,,,,,486.00,,,0,,,,,K2 V,4976.00,18.00,-18.00,0,0.740000,0.010000,-0.010000,0,0.660000,0.080000,-0.080000,0,0.0300,,,0,[Fe/H],-0.47000,,,0,4.510000,0.050000,-0.050000,0,2.0900,2.5400,-2.5400,0,2.539097,0.568137,-0.585476,0,1.8000,1.2000,-1.2000,0,,,,,20h13m59.78s,303.4990864,-00d51m56.73s,-0.8657574
HD 27894 b,HD 27894,2005,18.01939000000,0.00024000000,-0.00027000000,0,0.1250000000,0.0050000000,-0.0050000000,0,14.10000000,,,0,1.26000000,,,0,0.61900000,0.05000000,-0.05000000,0,Msini,0.386000,,,0,0.047000,0.012000,-0.011000,0,,,,,,,,,89.00000,37.00000,-39.00000,0,K2 V,4875.00,81.00,-81.00,0,0.891767,0.014934,-0.023922,0,0.810000,0.096000,-0.096000,0,0.3000,0.0700,-0.0700,0,[Fe/H],-0.44900,,,0,4.220000,0.260000,-0.260000,0,3.9000,,,0,1.846337,0.451211,-0.409031,0,1.5000,,,1,44.00000,,,0,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776
CoRoT-26 b,CoRoT-26,2013,4.20474000000,0.00005000000,-0.00005000000,0,0.0526000000,0.0010000000,-0.0010000000,0,14.12000000,1.46000000,-0.78000000,0,1.26000000,0.13000000,-0.07000000,0,0.52000000,0.05000000,-0.05000000,0,Mass,0.280000,0.090000,-0.070000,0,0.000000,,,0,,,,,1600.00,80.00,-70.00,0,86.80000,2.20000,-1.00000,0,G5,5590.00,100.00,-100.00,0,1.790000,0.180000,-0.090000,0,1.090000,0.060000,-0.060000,0,0.0100,0.1300,-0.1300,0,[Fe/H],0.45100,,,0,3.990000,0.050000,-0.080000,0,8.6000,1.8000,-0.9000,0,,,,,2.0000,1.0000,-1.0000,0,,,,,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828
HATS-25 b,HATS-25,2016,4.29864320000,0.00000450000,-0.00000450000,0,0.0516300000,0.0006000000,-0.0006000000,0,14.12334000,1.12090000,-1.12090000,0,1.26000000,0.10000000,-0.10000000,0,0.61300000,0.04200000,-0.04200000,0,Mass,0.380000,0.100000,-0.100000,0,0.176000,,,1,454.8721,,,0,1277.00,42.00,-42.00,0,86.93000,0.71000,-0.71000,0,G,5715.00,73.00,-73.00,0,1.107000,0.069000,-0.069000,0,0.994000,0.035000,-0.035000,0,0.0200,0.0500,-0.0500,0,[Fe/H],0.06819,0.05892,-0.06819,0,4.347000,0.053000,-0.053000,0,7.5000,1.9000,-1.9000,0,1.030000,0.200000,-0.200000,0,3.8800,0.5000,-0.5000,0,,,,,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403
HD 103720 b,HD 103720,2014,4.55570000000,0.00010000000,-0.00010000000,0,0.0498000000,0.0008000000,-0.0008000000,0,14.10000000,,,0,1.26000000,,,0,0.62000000,0.02500000,-0.02500000,0,Msini,0.386000,,,0,0.086000,0.024000,-0.024000,0,,,,,,,,,,,,,K3 V,5017.00,88.00,-88.00,0,0.730000,0.020000,-0.020000,0,0.794000,0.040000,-0.040000,0,-0.0200,0.0600,-0.0600,0,[Fe/H],-0.45834,0.00138,-0.00139,0,4.430000,0.160000,-0.160000,0,3.8000,3.7000,-3.7000,0,2.468112,0.647715,-0.601559,0,0.4200,,,0,,,,,11h56m41.12s,179.1713308,-02d46m44.90s,-2.7791393
WASP-165 b,WASP-165,2018,3.46550900000,0.00002300000,-0.00002300000,0,0.0482300000,0.0009100000,-0.0009200000,0,14.12334000,2.12971000,-1.90553000,0,1.26000000,0.19000000,-0.17000000,0,0.65800000,0.09700000,-0.09200000,0,Mass,0.440000,0.250000,-0.150000,0,0.000000,,,0,1373.5324,,,0,1624.00,93.00,-89.00,0,84.90000,2.50000,-1.70000,0,G6,5599.00,150.00,-150.00,0,1.750000,0.180000,-0.180000,0,1.248000,0.072000,-0.070000,0,0.3300,0.1300,-0.1300,0,[Fe/H],0.42831,0.02493,-0.02645,0,3.930000,0.090000,-0.090000,0,4.7700,0.9200,-0.9200,0,0.328000,0.130000,-0.083000,0,,,,,,,,,23h50m19.36s,357.5806472,-17d04m39.34s,-17.0775947
BD-10 3166 b,BD-10 3166,2000,3.48777000000,0.00011000000,-0.00011000000,0,0.0400000000,0.0000000000,0.0000000000,0,14.10000000,,,0,1.26000000,,,0,0.59000000,0.07000000,-0.07000000,0,Msini,0.368000,,,0,0.020000,0.020000,-0.020000,0,,,,,,,,,,,,,K0 V,5393.00,44.00,-44.00,0,0.910000,0.040000,-0.040000,0,1.470000,0.240000,-0.240000,0,0.3800,,,0,[Fe/H],-0.19120,0.00249,-0.00251,0,4.690000,0.060000,-0.060000,0,0.2500,,,0,1.532763,0.290318,-0.333186,0,0.9200,,,0,,,,,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227
WASP-94 B b,WASP-94 B,2014,2.00839000000,0.00024000000,-0.00024000000,0,0.0335000000,0.0006000000,-0.0005000000,0,14.10000000,,,0,1.26000000,,,0,0.61800000,0.02800000,-0.02900000,0,Msini,0.385000,,,0,0.000000,,,0,,,,,,,,,,,,,F9,6040.00,90.00,-90.00,0,1.350000,0.120000,-0.120000,0,1.240000,0.090000,-0.090000,0,0.2300,0.1400,-0.1400,0,[Fe/H],0.35112,0.00591,-0.00599,0,4.260000,0.060000,-0.060000,0,4.0000,,,0,0.543324,0.122657,-0.111860,0,1.5000,,,1,,,,,20h55m09.19s,313.7882932,-34d08m08.61s,-34.1357240
TOI-1601 b,TOI-1601,2021,5.33175000000,0.00014000000,-0.00014000000,0,0.0690000000,0.0010000000,-0.0010000000,0,14.19902343,0.64857111,-0.51121860,0,1.26675420,0.05786174,-0.04560795,0,1.21763817,0.05034163,-0.05348798,0,Mass,0.740000,0.140000,-0.180000,0,0.000000,,,0,1071.4200,,,0,1493.97,29.38,-27.85,0,88.84000,0.81000,-1.10000,0,,5982.00,78.00,-64.00,0,2.195000,0.062200,-0.062300,0,1.505500,0.034700,-0.050500,0,0.3430,0.0520,-0.0580,0,[Fe/H],0.74772,0.03007,-0.03097,0,3.928000,0.022000,-0.025000,0,2.4000,0.4000,-0.2000,0,0.197500,0.016200,-0.016100,0,6.4000,0.5000,-0.5000,0,,,,,02h33m26.78s,38.3615690,+41d00m48.36s,41.0134321
TOI-2031 A b,TOI-2031 A,2025,5.71548654000,0.00000076000,-0.00000075000,0,0.0660000000,0.0011000000,-0.0012000000,0,14.20177855,0.26901554,-0.26901554,0,1.26700000,0.02400000,-0.02400000,0,0.80000000,0.23000000,-0.23000000,0,Mass,0.490000,0.140000,-0.140000,0,0.076000,,,1,567.0000,62.0000,-46.0000,0,1358.00,36.00,-28.00,0,88.32000,0.19000,-0.17000,0,,6490.00,170.00,-130.00,0,1.241000,0.022000,-0.022000,0,1.174000,0.060000,-0.062000,0,-0.2400,0.0900,-0.1600,0,[Fe/H],0.39094,0.05154,-0.03683,0,4.320000,0.014000,-0.014000,0,2.0000,1.2000,-0.9000,0,0.865000,0.031000,-0.029000,0,,,,,,,,,22h04m28.27s,331.1178077,+81d33m57.42s,81.5659509
NGTS-23 b,NGTS-23,2022,4.07643260000,0.00000410000,-0.00000410000,0,0.0504000000,0.0120000000,-0.0120000000,0,14.20177855,0.33626942,-0.33626942,0,1.26700000,0.03000000,-0.03000000,0,0.61300000,0.09700000,-0.09700000,0,Mass,0.374000,,,0,0.000000,,,0,,,,,1327.00,17.00,-16.00,0,89.12000,0.53000,-0.64000,0,F9 V,6057.00,64.00,-64.00,0,1.240000,0.030000,-0.030000,0,1.010000,0.060000,-0.070000,0,-0.2600,0.1100,-0.1100,0,[Fe/H],0.28330,0.02054,-0.02466,0,4.040000,0.150000,-0.150000,0,6.3900,1.9300,-1.6000,0,0.755000,0.027000,-0.034000,0,1.4600,1.0800,-1.0800,0,,,,,04h41m43.75s,70.4322947,-40d02m40.31s,-40.0445299
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,2024,,,,,4.8100000000,0.6500000000,-0.7600000000,0,14.20000000,,,0,1.27000000,,,0,0.51300000,0.41000000,-0.27500000,0,Mass,0.313000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.368000,0.294000,-0.197000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h52m07.95s,268.0331250,-22d41m20.69s,-22.6890806
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,2020,,,,,4.0600000000,1.9100000000,-1.3400000000,0,14.20000000,,,0,1.27000000,,,0,0.51000000,0.21000000,-0.21000000,0,Mass,0.307000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.700000,0.280000,-0.280000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h51m34.00s,267.8916670,-30d56m47.6s,-30.9465556
HD 217958 b,HD 217958,2022,2560.19774000000,66.52293000000,-91.15204000000,0,3.7580000000,0.1690000000,-0.2000000000,0,14.20000000,,,0,1.27000000,,,0,0.52400000,0.34700000,-0.06300000,0,Mass,0.320000,,,0,0.156000,0.093000,-0.081000,0,,,,,,,,,91.35700,31.07800,-38.77100,0,,5930.64,108.90,-161.07,0,1.326190,0.060683,-0.075236,0,1.080000,0.141000,-0.141000,0,0.2865,0.0257,-0.0257,0,[M/H],0.29231,0.01163,-0.01332,0,4.226280,0.109172,-0.052064,0,,,,,0.652788,0.175254,-0.110076,0,,,,,,,,,23h04m32.78s,346.1365770,-25d41m30.39s,-25.6917758
47 UMa c,47 UMa,2001,2391.00000000000,100.00000000000,-87.00000000000,0,3.6000000000,0.1000000000,-0.1000000000,0,14.20000000,,,0,1.27000000,,,0,0.54000000,0.06600000,-0.07300000,0,Msini,0.329000,,,0,0.098000,0.047000,-0.096000,0,,,,,,,,,,,,,G0V,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,1.060000,0.128402,-0.137608,0,0.0400,0.1000,-0.1000,0,[M/H],0.19780,0.01239,-0.01118,0,4.295410,0.066185,-0.071358,0,6.4800,1.4400,-1.0400,0,0.836616,0.159237,-0.153757,0,2.8000,,,0,,,,,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,2020,,,,,3.5000000000,0.3000000000,-0.3000000000,0,14.20000000,,,0,1.27000000,,,0,0.41000000,0.05000000,-0.05000000,0,Mass,0.249000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.560000,0.070000,-0.070000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h55m59.92s,268.9996670,-29d51m47.3s,-29.8631389
HD 94771 b,HD 94771,2023,2164.00000000000,21.00000000000,-20.00000000000,0,3.4800000000,0.0300000000,-0.0300000000,0,14.20000000,,,0,1.27000000,,,0,0.53000000,0.03000000,-0.03000000,0,Msini,0.324000,,,0,0.390000,0.050000,-0.040000,0,0.2710,0.0060,-0.0060,0,,,,,,,,,G3/G5 V,5631.00,21.00,-21.00,0,1.903000,0.019000,-0.019000,0,1.200000,0.024000,-0.024000,0,0.2200,0.0200,-0.0200,0,[Fe/H],0.51587,0.00526,-0.00533,0,3.940000,0.030000,-0.030000,0,5.7330,0.3910,-0.3910,0,0.196041,0.042000,-0.034826,0,3.2000,0.5000,-0.5000,0,49.00000,6.00000,-6.00000,0,10h55m53.92s,163.9746776,-35d06m52.28s,-35.1145225
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,2012,,,,,2.7200000000,0.7500000000,-0.7500000000,0,14.20000000,,,0,1.27000000,,,0,0.53000000,0.21000000,-0.21000000,0,Mass,0.326000,,,0,,,,,,,,,,,,,,,,,M,,,,,,,,,0.260000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h38m14.18s,264.5590830,-27d08m10.1s,-27.1361389
HD 30669 b,HD 30669,2014,1684.00000000000,61.00000000000,-61.00000000000,0,2.6900000000,0.0800000000,-0.0800000000,0,14.30000000,,,0,1.27000000,,,0,0.47000000,0.06000000,-0.06000000,0,Msini,0.281000,,,0,0.180000,0.150000,-0.150000,0,,,,,,,,,,,,,G9 V,5400.00,74.00,-74.00,0,0.910000,0.040000,-0.040000,0,0.920000,0.030000,-0.030000,0,0.1300,0.0600,-0.0600,0,[Fe/H],-0.14602,0.00110,-0.00111,0,4.370000,0.550000,-0.550000,0,4.8000,4.0000,-4.0000,0,1.530085,0.398658,-0.241362,0,1.7000,,,1,,,,,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,2018,,,,,2.4200000000,0.2600000000,-0.2600000000,0,14.20000000,,,0,1.27000000,,,0,0.54000000,0.10000000,-0.10000000,0,Mass,0.326000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.580000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18h07m49.67s,271.9569700,-25d20m40.7s,-25.3446388
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2020,,,,,2.1700000000,0.7800000000,-0.7800000000,0,14.30000000,,,0,1.27000000,,,0,0.45307467,0.43105021,-0.25800085,0,Mass,0.271000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.350000,0.300000,-0.200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h58m38.22s,269.6592500,-29d08m12.0s,-29.1366667
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,2024,,,,,2.1400000000,0.4800000000,-0.4200000000,0,14.20000000,,,0,1.27000000,,,0,0.53802617,0.43105021,-0.27687896,0,Mass,0.328000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.400000,0.320000,-0.210000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h37m37.73s,264.4072083,-29d27m40.36s,-29.4612111
GJ 3512 c,GJ 3512,2020,2354.00000000000,36.00000000000,-30.00000000000,0,1.7310000000,0.0430000000,-0.0460000000,0,14.30000000,,,0,1.27000000,,,0,0.45300000,0.02300000,-0.02300000,0,Msini,0.271000,,,0,0.089000,0.012000,-0.012000,0,,,,,,,,,,,,,M5.5 V,3141.00,38.00,-38.00,0,0.139000,0.005000,-0.005000,0,0.123000,0.009000,-0.009000,0,-0.0700,0.1600,-0.1600,0,[Fe/H],-2.80410,0.00550,-0.00557,0,5.158200,0.042772,-0.042772,0,5.5000,2.5000,-2.5000,0,47.478156,3.221989,-3.221989,0,2.0000,,,1,83.00000,,,0,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,2016,,,,,1.6000000000,0.4000000000,-0.3000000000,0,14.30000000,,,0,1.27000000,,,0,0.47000000,0.54000000,-0.26000000,0,Mass,0.282000,,,0,,,,,,,,,,,,,,,,,M V,,,,,,,,,0.290000,0.330000,-0.160000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h55m52.39s,268.9682917,-29d49m06.7s,-29.8185278
HD 210193 b,HD 210193,2019,649.91800000000,8.59900000000,-8.59900000000,0,1.4870000000,0.0310000000,-0.0310000000,0,14.30000000,,,0,1.27000000,,,0,0.48170406,0.07330963,-0.07330963,0,Msini,0.288000,,,0,0.240000,0.090000,-0.090000,0,,,,,,,,,,,,,G3 V,5790.00,38.00,-50.00,0,1.059710,0.018730,-0.013770,0,1.040000,0.060000,-0.060000,0,0.1300,0.0800,-0.0800,0,[M/H],0.05578,0.00115,-0.00116,0,4.434810,0.067540,-0.073883,0,,,,,1.354042,0.259775,-0.244007,0,2.0000,,,0,,,,,22h09m34.83s,332.3951324,-41d13m30.74s,-41.2252050
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2021,,,,,1.2300000000,1.3900000000,-1.0700000000,0,14.20000000,,,0,1.27000000,,,0,0.51000000,0.51000000,-0.23000000,0,Mass,0.311000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.270000,0.270000,-0.120000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h36m06.41s,264.0267083,-26d08m45.56s,-26.1459889
ups Leo b,ups Leo,2021,385.20000000000,2.80000000000,-1.30000000000,0,1.1800000000,0.1100000000,-0.3200000000,0,14.20000000,,,0,1.27000000,,,0,0.51000000,0.06000000,-0.26000000,0,Msini,0.311000,,,0,0.320000,0.134000,-0.218000,0,,,,,,,,,,,,,G9 III,4836.00,,,0,11.220000,3.150000,-0.450000,0,1.480000,0.900000,-0.380000,0,-0.2000,0.0900,-0.0800,0,[Fe/H],1.80003,0.22062,-0.05480,0,2.460000,0.090000,-0.090000,0,,,,,,,,,1.7800,,,0,,,,,11h36m56.93s,174.2372188,-00d49m24.83s,-0.8235643
HIP 57274 d,HIP 57274,2011,431.70000000000,8.50000000000,-8.50000000000,0,1.0100000000,,,0,14.20000000,,,0,1.27000000,,,0,0.52670000,0.03000000,-0.03000000,0,Msini,0.321000,,,0,0.270000,0.050000,-0.050000,0,,,,,,,,,,,,,K4 V,4640.00,100.00,-100.00,0,0.680000,0.030000,-0.030000,0,0.730000,0.050000,-0.050000,0,0.0900,0.0500,-0.0500,0,[Fe/H],0.19000,0.01000,-0.01000,0,4.710000,0.100000,-0.100000,0,7.8700,5.0000,-5.0000,0,1.966806,0.728466,-0.546411,0,0.5000,0.5000,-0.5000,0,,,,,11h44m40.93s,176.1705487,+30d57m27.53s,30.9576484
HD 63765 b,HD 63765,2009,358.00000000000,1.00000000000,-1.00000000000,0,0.9400000000,0.0200000000,-0.0200000000,0,14.20000000,,,0,1.27000000,,,0,0.53000000,0.03000000,-0.03000000,0,Msini,0.323000,,,0,0.240000,0.040000,-0.040000,0,,,,,,,,,,,,,G9 V,5449.00,11.00,-11.00,0,0.830000,0.010000,-0.010000,0,0.650000,0.010000,-0.010000,0,-0.1600,,,0,[Fe/H],-0.25647,0.00070,-0.00070,0,4.410000,0.000000,0.000000,0,4.7700,4.0700,-4.0700,0,2.262785,0.447590,-0.601955,0,1.6300,,,0,23.00000,,,0,07h47m49.98s,116.9582617,-54d15m55.24s,-54.2653450
TOI-1294 c,TOI-1294,2024,159.90000000000,2.50000000000,-2.50000000000,0,0.6100000000,0.0200000000,-0.0200000000,0,14.30000000,,,0,1.27000000,,,0,0.46251372,0.04719528,-0.04404893,0,Msini,0.276000,,,0,0.000000,,,0,,,,,,,,,,,,,,5718.00,58.00,-78.00,0,1.556600,0.029700,-0.026600,0,1.157800,0.063800,-0.050800,0,0.2830,0.0600,-0.0590,0,[Fe/H],0.36847,0.02229,-0.02447,0,4.119000,0.022000,-0.030000,0,6.2000,1.4000,-1.4000,0,0.431800,0.029500,-0.032900,0,,,,,,,,,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573
HD 208487 b,HD 208487,2004,129.36000000000,0.02000000000,-0.02000000000,0,0.5300000000,0.0000000000,0.0000000000,0,14.30000000,,,0,1.27000000,,,0,0.46000000,0.01000000,0.00000000,0,Msini,0.275000,,,0,0.370000,0.010000,-0.010000,0,,,,,,,,,,,,,G2 V,6134.00,54.00,-50.00,0,1.160000,0.020000,-0.020000,0,1.150000,0.040000,-0.040000,0,0.0900,0.0400,-0.0400,0,[Fe/H],0.23300,0.02228,-0.02348,0,4.340000,0.620000,-0.420000,0,1.9500,1.4100,-1.1100,0,1.048010,0.274024,-0.226831,0,5.5800,0.2700,-0.2700,0,,,,,21h57m19.98s,329.3332489,-37d45m50.89s,-37.7641354
